GeneID	B14.5.new.bam	B15.5.new.bam	B17.5.new.bam	B20.new.bam	B34.new.bam	C14.5.new.bam	C15.5.new.bam	C17.5.new.bam	C20.new.bam	C34.new.bam
MSTRG.549	0	0	0	0	0	0	0	1	0	0
MSTRG.550	2	15	12	26	10	15	8	3	8	2
MSTRG.552	1007	1184	1442	1803	1820	1629	1421	914	1429	2700
MSTRG.553	1183	946	1109	1134	835	1131	758	780	902	636
MSTRG.554	8	9	15	14	15	10	6	12	13	18
MSTRG.555	1502	1274	1365	1428	1190	1485	1044	537	768	553
MSTRG.558	58	63	115	166	102	210	239	110	142	47
MSTRG.559	0	0	1	0	0	0	1	0	0	0
MSTRG.560	0	0	0	1	0	0	0	0	0	0
MSTRG.561	2	4	5	4	1	2	3	3	4	1
MSTRG.562	819	768	618	574	600	676	600	578	610	312
MSTRG.563	409	602	755	1110	2065	457	669	1048	1137	1068
MSTRG.564	51	51	28	30	15	40	45	32	23	5
MSTRG.565	19	19	18	21	78	13	9	16	27	43
MSTRG.566	179	216	265	329	569	282	288	395	450	767
MSTRG.567	1707	1373	1171	1295	1691	1668	1123	767	1027	2909
MSTRG.568	1507	1016	917	957	507	1549	843	1205	842	697
MSTRG.569	825	735	922	835	881	728	725	804	976	1133
MSTRG.570	4	2	7	6	6	10	12	5	11	4
MSTRG.571	250	199	198	235	153	141	193	238	220	171
MSTRG.572	5	2	5	5	3	3	1	3	3	3
MSTRG.574	4874	3396	2433	2879	1361	4343	2425	2258	2492	1152
MSTRG.575	16	7	21	14	4	12	3	3	11	1
MSTRG.576	42	43	49	39	2	37	29	16	20	7
MSTRG.577	57	60	78	54	5	70	46	25	26	24
MSTRG.578	1326	1408	1700	1701	723	1720	1205	931	1060	735
MSTRG.579	9	16	11	15	4	4	1	14	15	4
MSTRG.580	0	0	0	1	0	1	0	1	3	0
MSTRG.581	506	489	349	374	188	424	388	347	328	277
MSTRG.582	33	36	35	47	16	23	13	17	19	18
MSTRG.583	0	0	0	0	1	0	0	2	3	1
MSTRG.584	0	1	2	0	0	0	1	1	4	0
MSTRG.585	49	30	46	55	33	41	44	22	57	41
MSTRG.586	1104	1141	1239	1149	1102	1232	998	665	974	1332
MSTRG.587	336	281	329	492	1194	434	395	393	571	1591
MSTRG.588	1603	1400	1722	1593	1114	1446	1233	682	1257	1116
MSTRG.589	0	0	0	0	0	0	0	1	0	0
MSTRG.590	600	559	497	504	548	1027	725	666	679	1024
MSTRG.591	6	4	23	13	204	10	10	29	142	379
MSTRG.592	2179	1842	1762	1354	853	2050	1508	1057	1104	1056
MSTRG.593	569	379	294	289	248	284	225	177	292	307
MSTRG.594	1	4	1	2	1	2	2	2	3	0
MSTRG.595	0	1	0	0	1	0	0	0	0	0
MSTRG.596	8	5	6	20	11	9	8	9	8	8
MSTRG.597	88	62	159	110	168	132	96	158	133	185
MSTRG.598	125	99	151	156	209	227	110	174	144	239
MSTRG.599	6	9	3	1	1	19	29	14	16	1
MSTRG.600	77	93	151	166	191	191	166	98	187	279
MSTRG.602	26	14	12	6	12	9	9	2	7	9
MSTRG.603	1202	1044	986	1161	987	1490	1108	914	1023	1135
MSTRG.605	14	12	8	7	10	15	14	15	13	12
MSTRG.606	35	35	45	55	248	64	53	27	89	528
MSTRG.607	136	174	225	202	331	176	214	169	260	533
MSTRG.608	12	11	9	8	5	13	12	7	6	13
MSTRG.609	36	23	26	48	33	44	50	28	54	27
MSTRG.610	4820	3713	2522	2485	1440	3097	3451	3571	2970	2165
MSTRG.611	370	433	361	513	704	473	476	542	589	563
MSTRG.612	14	31	34	40	149	26	41	18	63	160
MSTRG.613	1570	1423	1317	1515	1845	2007	1341	1283	1595	2025
MSTRG.614	1	0	1	0	1	0	1	1	4	0
MSTRG.615	1973	1959	2169	2837	3374	2411	2101	1660	2660	2116
MSTRG.619	0	1	0	2	0	1	1	5	3	0
MSTRG.620	14	20	6	21	21	33	25	17	20	22
MSTRG.622	43	34	43	50	37	26	35	45	62	22
MSTRG.623	8	8	14	12	3	8	4	3	9	9
MSTRG.624	107	78	129	117	130	165	112	133	202	207
MSTRG.626	1	0	0	0	0	0	1	0	0	0
MSTRG.628	397	351	261	272	184	397	296	266	245	114
MSTRG.630	0	1	0	0	1	0	0	1	0	0
MSTRG.631	4	3	0	0	1	5	5	0	0	0
MSTRG.632	18	14	4	10	5	44	29	9	10	11
MSTRG.633	19	10	9	6	8	15	16	9	7	17
MSTRG.634	0	0	0	1	1	0	0	1	0	3
MSTRG.636	0	0	0	2	2	0	0	0	0	0
MSTRG.637	17	25	9	4	12	12	12	4	4	12
MSTRG.638	17	14	16	18	49	14	20	13	26	29
MSTRG.639	7	7	10	6	13	7	12	5	9	20
MSTRG.640	44	59	131	171	220	111	117	235	221	215
MSTRG.641	44	86	214	131	141	70	119	11	177	182
MSTRG.642	3	4	10	5	7	1	3	5	4	8
MSTRG.644	268	288	349	291	352	391	447	343	393	408
MSTRG.645	147	140	186	180	150	98	110	130	229	97
MSTRG.646	40	60	62	73	42	65	115	13	48	43
MSTRG.648	332	283	333	312	401	393	380	431	437	407
MSTRG.650	652	341	268	121	43	253	198	59	138	32
MSTRG.651	1	0	0	0	0	0	0	0	0	0
MSTRG.652	4	6	10	12	5	2	4	0	1	1
MSTRG.653	20	58	93	151	251	71	114	262	265	172
MSTRG.654	400	310	277	242	178	274	223	236	191	193
MSTRG.655	0	0	1	0	1	0	4	7	2	1
MSTRG.656	0	0	2	0	1	0	0	0	1	0
MSTRG.657	10	11	14	18	9	20	8	16	10	10
MSTRG.658	0	0	1	0	0	0	0	0	0	0
MSTRG.659	0	0	0	0	0	1	0	0	0	0
MSTRG.660	231	166	107	114	177	136	124	73	113	347
MSTRG.661	0	0	1	0	0	0	0	0	0	0
MSTRG.663	0	0	0	1	0	1	0	4	0	3
MSTRG.664	2	1	1	0	0	2	1	1	0	1
MSTRG.665	566	501	521	547	656	551	515	327	488	385
MSTRG.666	0	0	4	4	8	2	0	0	4	5
MSTRG.667	59	87	212	215	434	138	180	193	249	459
MSTRG.668	3310	2751	2410	2413	2286	4653	3050	1897	2622	2384
MSTRG.669	339	358	320	249	70	622	657	611	226	81
MSTRG.670	1219	1104	1014	1048	844	1203	913	563	764	748
MSTRG.671	263	333	466	482	1102	555	511	643	645	1500
MSTRG.673	0	1	1	2	2	4	3	3	2	7
MSTRG.674	0	0	0	1	0	1	3	1	0	2
MSTRG.675	1842	1677	1244	1333	955	1920	1333	1310	1158	955
MSTRG.676	6790	5756	4792	4118	2755	5284	5121	5230	4727	3164
MSTRG.677	1598	797	460	197	84	404	276	81	235	31
MSTRG.678	55	39	25	56	41	95	37	40	49	89
MSTRG.679	173	134	120	203	91	63	130	145	137	55
MSTRG.680	46	34	35	40	31	36	43	21	19	27
MSTRG.681	380	472	611	839	765	381	360	474	573	363
MSTRG.682	0	1	0	1	0	0	1	0	0	1
MSTRG.683	0	0	0	0	1	0	0	0	0	0
MSTRG.684	12	8	11	12	5	14	14	18	11	25
MSTRG.685	75	92	161	140	96	123	159	17	143	144
MSTRG.686	463	230	153	63	15	167	101	41	66	10
MSTRG.688	22	41	62	19	97	15	43	21	39	24
MSTRG.689	6	4	1	3	4	12	12	0	6	2
MSTRG.690	292	233	184	199	126	300	190	149	174	273
MSTRG.691	265	317	503	743	2124	330	385	580	759	1670
MSTRG.692	1	1	1	0	2	3	1	0	1	1
MSTRG.693	0	0	0	2	1	0	0	0	0	1
MSTRG.694	19	27	21	29	20	7	1	6	4	5
MSTRG.695	5	5	8	6	1	1	0	0	0	1
MSTRG.696	1534	1234	917	769	443	719	803	390	641	637
MSTRG.697	1	1	5	13	1	1	1	0	7	2
MSTRG.700	89	52	67	62	70	58	60	36	39	86
MSTRG.701	740	494	474	363	321	453	447	247	369	657
MSTRG.702	21	6	7	12	7	15	8	5	20	8
MSTRG.703	17	18	15	14	23	32	30	26	19	29
MSTRG.705	549	441	515	377	325	560	405	364	389	354
MSTRG.706	364	383	384	413	293	490	356	367	561	407
MSTRG.707	12	21	19	14	18	5	18	15	11	34
MSTRG.708	304	248	71	88	47	209	168	53	97	176
MSTRG.709	31	43	22	32	16	20	32	10	30	18
MSTRG.711	1069	498	358	245	84	503	276	109	283	90
MSTRG.712	3	4	2	1	1	6	4	2	1	5
MSTRG.713	0	0	0	0	0	0	1	0	1	0
MSTRG.714	7	7	4	14	4	8	10	4	10	1
MSTRG.715	15	11	4	6	10	5	15	6	8	32
MSTRG.716	16	17	15	12	11	24	19	17	13	38
MSTRG.717	23	18	34	8	14	25	23	11	11	133
MSTRG.718	32	45	27	34	23	38	40	3	27	108
MSTRG.720	11	12	16	10	13	12	11	9	7	18
MSTRG.721	17	12	21	33	88	10	10	14	28	246
MSTRG.722	1077	1071	1273	1106	2870	746	865	1277	1354	983
MSTRG.723	86	49	45	26	62	41	41	10	38	38
MSTRG.724	3180	3303	3587	3660	3050	2598	2646	1620	2360	3272
MSTRG.725	0	1	0	0	0	0	0	0	0	1
MSTRG.726	0	0	0	0	0	0	0	0	0	1
MSTRG.727	1355	1230	1057	868	391	1225	1014	939	859	377
MSTRG.728	568	573	423	529	364	689	497	314	408	371
MSTRG.729	12	18	10	10	2	38	16	11	8	1
MSTRG.730	288	315	320	386	578	287	306	338	439	358
MSTRG.731	244	178	176	155	232	183	133	123	151	127
MSTRG.732	7	2	7	6	3	6	2	5	7	3
MSTRG.733	565	566	415	520	358	681	491	315	404	367
MSTRG.735	0	0	0	1	3	1	1	2	3	19
MSTRG.736	6	7	8	8	5	3	1	8	5	0
MSTRG.738	632	488	353	325	145	521	357	262	266	188
MSTRG.739	500	366	285	303	248	589	365	116	330	372
MSTRG.740	5	10	6	18	80	6	9	20	15	17
MSTRG.741	55	63	48	44	53	48	51	31	30	93
MSTRG.742	0	0	0	0	136	2	0	0	0	554
MSTRG.743	67	47	23	23	23	99	50	45	44	44
MSTRG.744	17	14	3	12	9	26	15	6	14	24
MSTRG.745	2592	2426	2237	2389	2695	3510	2426	2152	2796	3157
MSTRG.746	36	33	32	30	43	33	42	24	46	30
MSTRG.747	28	40	58	65	57	33	37	21	34	177
MSTRG.748	1549	1066	917	811	591	1835	978	340	559	630
MSTRG.749	4227	3821	4144	4656	3896	5832	4048	4502	4898	4953
MSTRG.750	9	4	3	3	2	8	0	1	4	4
MSTRG.751	352	250	287	233	101	272	194	162	197	136
MSTRG.752	1956	1890	1951	1689	1237	2128	2414	2102	2305	548
MSTRG.753	496	272	184	123	75	249	183	67	155	72
MSTRG.754	163	191	154	200	138	150	144	221	142	108
MSTRG.755	258	230	150	127	91	139	111	101	70	55
MSTRG.756	540	483	535	662	822	487	461	648	660	483
MSTRG.757	3065	2397	2419	2249	5422	2274	2584	3125	3156	5101
MSTRG.758	349	254	274	290	191	282	242	252	244	152
MSTRG.759	597	608	517	541	421	488	489	538	509	417
MSTRG.760	948	852	860	823	609	761	848	860	936	696
MSTRG.762	93	103	93	78	120	59	98	123	104	138
MSTRG.763	4	5	8	5	1	1	6	10	7	5
MSTRG.764	17	28	35	28	21	32	34	35	48	26
MSTRG.765	1190	1416	1384	1422	816	1044	1204	1547	1094	410
MSTRG.766	643	690	697	687	856	573	688	712	740	1063
MSTRG.768	27	30	12	24	180	13	21	15	34	102
MSTRG.769	152	156	169	201	164	128	210	140	221	105
MSTRG.770	1060	1189	1180	1193	1171	1306	1186	1293	1274	1509
MSTRG.771	3	10	53	40	24	20	12	42	30	65
MSTRG.772	225	422	512	934	1550	461	655	1144	1045	1859
MSTRG.773	185	246	244	346	949	215	242	605	545	263
MSTRG.776	9	3	1	1	0	0	3	2	0	2
MSTRG.777	2	1	0	1	0	0	0	0	1	9
MSTRG.778	273	225	227	163	166	328	204	185	229	240
MSTRG.779	0	0	0	1	0	0	0	0	0	0
MSTRG.780	84	101	70	81	70	119	113	65	80	25
MSTRG.781	78	88	97	110	109	75	116	76	134	113
MSTRG.782	0	0	1	0	0	0	0	0	0	2
MSTRG.783	447	378	374	313	132	305	310	281	296	150
MSTRG.784	17	11	9	18	8	9	15	12	12	6
MSTRG.785	3	5	6	11	11	4	2	10	7	7
MSTRG.788	0	0	0	0	0	0	1	0	0	0
MSTRG.789	57	29	33	41	53	47	34	20	46	48
MSTRG.790	29	37	26	20	19	35	20	25	31	35
MSTRG.791	0	0	0	1	10	0	0	4	1	6
MSTRG.792	77	145	304	326	1517	125	232	334	381	2105
MSTRG.794	0	0	0	0	1	0	0	0	0	0
MSTRG.795	547	518	602	700	2967	579	726	992	1156	3971
MSTRG.796	7	3	4	2	0	1	0	0	0	0
MSTRG.797	49	37	25	6	0	7	9	4	0	0
MSTRG.798	19	17	21	28	10	31	32	23	25	17
MSTRG.799	591	685	616	760	453	507	503	607	669	623
MSTRG.800	17	19	17	22	15	19	17	13	28	16
MSTRG.801	149	170	173	162	195	142	174	112	139	184
MSTRG.802	410	367	303	354	396	399	369	377	442	331
MSTRG.803	27	28	17	26	40	38	29	34	31	61
MSTRG.804	469	361	369	304	227	352	320	265	345	247
MSTRG.805	2	3	0	1	2	3	1	3	2	1
MSTRG.806	0	0	2	1	0	0	0	0	4	0
MSTRG.808	1	8	12	5	7	6	15	9	6	2
MSTRG.809	389	362	431	430	431	417	358	328	410	277
MSTRG.810	1172	1092	888	894	644	1361	1002	560	972	1124
MSTRG.811	398	327	318	406	196	401	292	329	346	217
MSTRG.812	0	0	0	1	0	0	1	0	1	0
MSTRG.814	500	464	407	480	379	509	469	597	586	345
MSTRG.815	6	2	2	3	4	5	1	12	7	42
MSTRG.816	28	52	19	28	13	21	56	9	34	10
MSTRG.817	3	1	3	5	3	6	4	3	3	3
MSTRG.818	125	76	97	72	133	229	133	128	125	375
MSTRG.819	0	1	0	0	0	0	0	0	0	5
MSTRG.820	6	5	2	10	6	5	11	5	7	6
MSTRG.821	1	0	1	0	1	1	5	2	2	12
MSTRG.822	15000	14215	16376	15691	21300	13591	15011	14738	17901	34197
MSTRG.823	1	0	0	0	1	1	0	0	1	0
MSTRG.824	446	467	956	779	2732	627	673	821	857	6468
MSTRG.825	126	54	34	17	3	45	3	13	6	2
MSTRG.826	777	796	616	805	1267	1073	978	1530	1357	1744
MSTRG.827	1171	1016	865	832	818	957	843	686	849	936
MSTRG.828	56	69	97	72	13	5	6	0	1	0
MSTRG.829	0	0	0	0	0	0	1	0	1	1
MSTRG.830	0	11	64	2	1	116	103	20	149	35
MSTRG.831	0	0	0	0	0	1	0	0	0	0
MSTRG.834	1	2	3	0	2	2	2	1	0	0
MSTRG.835	1357	1357	1392	1318	855	1823	1455	903	1233	1503
MSTRG.838	2	5	5	1	0	1	1	0	1	9
MSTRG.839	2261	3038	3530	3145	1218	2526	3334	3725	3657	1690
MSTRG.840	370	409	316	314	367	342	386	524	365	326
MSTRG.841	502	432	395	370	252	393	288	229	211	224
MSTRG.842	727	667	423	371	381	413	599	497	412	552
MSTRG.843	111	196	243	296	155	191	272	371	421	91
MSTRG.844	1211	1645	1571	1746	1779	1256	1710	2048	1838	1101
MSTRG.845	4	6	3	7	3	2	6	4	9	1
MSTRG.846	2	0	0	2	0	1	3	0	3	8
MSTRG.847	4	3	5	3	13	10	4	10	12	32
MSTRG.848	0	0	1	0	0	9	1	0	4	1
MSTRG.850	0	3	15	1	0	59	18	4	19	33
MSTRG.851	0	0	3	0	0	24	4	0	8	7
MSTRG.852	0	0	16	0	0	72	15	1	8	25
MSTRG.853	13	7	18	13	26	20	16	31	25	14
MSTRG.855	1931	1908	1463	2275	1808	1954	1687	1297	1947	1621
MSTRG.856	0	0	0	0	1	1	1	0	0	0
MSTRG.857	2681	2089	1841	1553	838	1794	1973	2101	1629	824
MSTRG.858	0	0	1	3	0	1	3	5	3	6
MSTRG.859	180	140	105	108	87	127	119	135	149	141
MSTRG.860	184	195	159	193	291	279	227	331	273	336
MSTRG.861	184	219	228	264	250	174	257	365	317	236
MSTRG.862	0	2	2	3	2	2	2	1	3	0
MSTRG.863	11	5	1	1	0	4	4	4	1	0
MSTRG.864	4770	4110	4030	4943	2975	5432	3806	3127	4261	3232
MSTRG.865	4	3	4	0	0	2	0	1	3	1
MSTRG.866	102	184	299	575	1514	90	126	246	300	208
MSTRG.867	396	396	426	445	380	493	441	413	487	336
MSTRG.869	673	581	279	358	166	507	466	382	627	389
MSTRG.870	24	20	16	17	14	33	20	15	10	9
MSTRG.871	1	0	2	1	1	1	0	0	1	1
MSTRG.872	24	22	36	47	58	29	33	56	68	85
MSTRG.873	6330	6025	4874	3440	1633	4252	4304	3391	2603	1657
MSTRG.874	945	938	1081	800	480	654	885	831	851	335
MSTRG.875	1655	1322	1357	1200	790	1348	1277	1169	1037	741
MSTRG.876	0	0	0	0	1	0	0	0	0	0
MSTRG.877	0	1	0	0	1	15	33	36	19	2
MSTRG.878	1846	1817	1958	1967	1872	2032	2174	2011	2146	1771
MSTRG.879	54	60	51	44	33	31	44	75	41	22
MSTRG.880	0	0	0	1	1	0	0	0	1	0
MSTRG.881	36	29	30	18	24	12	15	10	12	13
MSTRG.882	47	61	58	51	49	51	82	35	52	59
MSTRG.883	1802	2838	3595	5111	4651	2376	3661	5939	5234	1552
MSTRG.884	88	130	78	95	112	94	127	195	146	127
MSTRG.885	1441	1355	1363	1291	1038	1170	1183	1829	1200	955
MSTRG.886	63	88	98	150	323	47	68	144	115	163
MSTRG.887	0	0	0	0	1	0	0	0	0	0
MSTRG.888	8	4	2	8	3	4	5	11	5	4
MSTRG.889	0	0	0	1	1	0	0	0	2	1
MSTRG.890	3900	4011	3512	3893	2856	3536	3500	4345	4047	2388
MSTRG.891	669	651	579	444	295	469	543	348	473	244
MSTRG.892	17	17	16	12	14	16	13	23	8	6
MSTRG.893	24	29	14	19	13	17	25	19	20	6
MSTRG.894	833	927	899	840	838	630	877	918	836	557
MSTRG.895	29	44	56	53	68	33	58	94	65	127
MSTRG.896	930	815	871	816	819	977	725	1266	814	877
MSTRG.897	345	323	316	294	109	226	330	245	279	125
MSTRG.898	80	78	33	30	9	113	75	23	25	1
MSTRG.899	1424	1354	1240	1082	1143	1347	1385	1285	1336	892
MSTRG.901	1	18	1	1	0	0	20	1	0	2
MSTRG.902	0	1	0	0	0	0	0	0	0	0
MSTRG.903	8	10	3	0	3	4	3	4	3	1
MSTRG.905	60	53	75	35	35	80	70	74	44	51
MSTRG.906	161	123	123	124	129	285	264	314	261	244
MSTRG.907	1	2	3	5	16	1	4	2	11	25
MSTRG.908	135	151	211	245	451	294	278	259	352	478
MSTRG.909	45	57	54	84	119	94	80	96	139	167
MSTRG.910	1135	1083	1086	1253	888	1503	1275	1331	1361	1256
MSTRG.911	6306	7062	7430	5102	3397	12249	10412	10966	7265	3208
MSTRG.912	760	860	684	710	376	1067	973	770	863	694
MSTRG.913	267	228	191	171	82	281	170	160	124	128
MSTRG.914	1090	927	1081	1136	1608	1014	939	1511	1101	1490
MSTRG.915	1098	917	790	715	411	904	737	597	660	563
MSTRG.916	8	7	9	16	40	7	14	2	10	9
MSTRG.917	211	360	450	645	1386	280	522	852	904	1162
MSTRG.918	0	0	0	0	0	0	0	1	0	0
MSTRG.920	1279	1037	1112	811	724	852	1059	347	929	448
MSTRG.921	0	1	0	0	0	0	0	0	1	0
MSTRG.922	351	267	240	229	194	270	226	208	234	117
MSTRG.923	0	4	1	0	2	4	1	3	2	1
MSTRG.924	1301	1038	1123	937	1597	1231	883	466	787	1857
MSTRG.925	5	1	4	5	4	10	10	7	7	8
MSTRG.927	1	3	2	11	10	7	4	10	15	19
MSTRG.928	2111	1646	1688	1946	1422	1611	1429	1396	1771	1238
MSTRG.929	0	5	3	2	5	1	1	0	0	1
MSTRG.930	309	233	218	262	94	275	246	151	244	112
MSTRG.932	1	1	1	1	1	2	0	1	1	1
MSTRG.933	340	489	429	561	384	396	492	824	509	207
MSTRG.934	18	23	13	22	14	13	33	12	22	28
MSTRG.935	11	8	9	9	5	19	18	11	13	3
MSTRG.936	246	211	345	446	591	539	337	640	749	426
MSTRG.938	433	425	531	584	1024	818	736	600	947	563
MSTRG.940	0	0	0	0	0	0	0	0	1	2
MSTRG.941	4	2	1	0	0	0	1	0	0	0
MSTRG.944	15	22	18	8	15	15	15	17	17	15
MSTRG.945	71	50	44	33	17	70	55	30	35	53
MSTRG.946	6	11	11	10	19	9	7	4	5	0
MSTRG.947	28	35	15	24	31	47	40	7	35	117
MSTRG.948	1247	939	989	1078	999	966	811	1009	969	616
MSTRG.949	6	8	6	8	0	1	10	4	5	8
MSTRG.950	3	2	4	18	1	2	2	5	2	8
MSTRG.951	113	25	57	30	41	65	20	22	34	114
MSTRG.952	86	65	53	29	23	57	55	38	44	198
MSTRG.953	0	0	0	1	0	0	0	0	0	1
MSTRG.954	1	1	2	0	2	0	0	0	0	0
MSTRG.955	644	580	916	1144	2021	562	719	537	1344	2102
MSTRG.957	976	900	911	644	898	850	718	535	555	884
MSTRG.958	2	0	0	3	21	0	0	0	7	23
MSTRG.959	0	0	0	0	1	0	1	0	0	1
MSTRG.960	503	483	440	493	344	506	393	297	341	420
MSTRG.961	33	29	24	30	32	12	13	14	30	112
MSTRG.962	0	1	0	0	1	0	0	1	0	2
MSTRG.963	0	0	0	0	0	0	0	0	0	4
MSTRG.964	18	13	50	49	101	8	43	23	83	612
MSTRG.965	1469	1208	909	722	545	941	1018	978	735	423
MSTRG.966	3114	2141	2437	1907	1111	3018	1772	1384	1495	1336
MSTRG.967	391	199	86	95	68	49	39	34	48	56
MSTRG.968	0	0	0	0	1	0	0	0	0	0
MSTRG.969	3	0	0	4	5	0	0	0	1	1
MSTRG.970	1019	768	668	500	909	881	645	556	619	715
MSTRG.971	872	767	835	999	715	772	616	762	793	779
MSTRG.972	1204	1052	1275	1287	982	1392	1126	1156	1235	768
MSTRG.975	2	0	1	1	0	4	1	1	1	2
MSTRG.976	103	145	263	233	414	170	330	303	337	143
MSTRG.977	7	4	14	4	3	11	10	9	2	2
MSTRG.978	744	810	806	1116	1918	923	957	900	1206	1539
MSTRG.979	7	16	19	18	17	5	5	6	8	10
MSTRG.980	1	1	2	9	59	1	1	0	1	2
MSTRG.981	145	144	240	412	810	245	227	385	438	362
MSTRG.982	586	482	439	389	360	586	464	429	479	475
MSTRG.983	612	610	670	664	1093	769	693	943	769	866
MSTRG.984	0	0	0	0	0	4	2	0	0	0
MSTRG.985	1456	2158	239	800	1013	5998	3992	7190	5814	1163
MSTRG.986	2	1	0	1	1	2	0	2	2	1
MSTRG.987	76	26	23	108	31	130	15	28	59	33
MSTRG.988	1	4	8	0	0	0	0	0	0	0
MSTRG.989	15	16	12	22	6	24	20	33	31	4
MSTRG.990	1	0	1	0	0	1	0	0	0	0
MSTRG.991	167	160	128	169	111	141	183	214	238	44
MSTRG.992	4	4	6	11	14	11	8	5	23	3
MSTRG.993	226	163	175	225	193	188	184	135	195	149
MSTRG.994	762	599	550	535	321	675	487	310	501	545
MSTRG.995	28	40	40	75	248	8	10	41	44	40
MSTRG.996	1067	973	1124	938	958	1223	842	474	729	1139
MSTRG.997	15	28	44	33	15	22	21	60	39	10
MSTRG.998	120	157	343	300	388	177	267	281	359	919
MSTRG.999	0	0	0	0	0	0	0	0	0	5
MSTRG.1000	968	1494	2475	3107	2160	1941	2223	2458	3176	4389
MSTRG.1002	29	45	50	74	70	44	36	45	61	83
MSTRG.1003	1	1	5	8	2	1	0	1	1	0
MSTRG.1004	775	784	781	752	563	753	724	553	632	623
MSTRG.1006	331	423	492	688	358	362	400	438	557	381
MSTRG.1007	1154	1225	1137	1376	2207	1636	1438	960	1387	1254
MSTRG.1008	4	2	2	7	2	14	5	1	2	6
MSTRG.1010	0	0	0	0	0	0	0	0	2	0
MSTRG.1011	0	0	0	0	0	1	0	0	1	1
MSTRG.1012	4	9	7	22	23	25	36	73	64	18
MSTRG.1013	366	366	474	567	740	1167	1182	950	1110	587
MSTRG.1014	0	0	1	1	1	1	0	0	3	2
MSTRG.1015	2	0	6	5	6	3	3	4	3	0
MSTRG.1016	1279	1732	2365	2533	4498	2004	2038	2198	2806	3121
MSTRG.1017	0	1	0	0	0	0	0	0	0	0
MSTRG.1019	34	31	34	26	48	17	16	28	40	34
MSTRG.1021	2538	3389	5174	5224	1557	2270	1931	3197	3041	1010
MSTRG.1022	0	2	0	1	0	0	0	0	0	0
MSTRG.1023	13	12	10	13	9	18	13	8	16	4
MSTRG.1024	111	128	65	63	19	41	1	6	6	0
MSTRG.1026	2	0	0	2	4	0	1	2	1	0
MSTRG.1027	5	52	82	209	4	89	57	35	131	1
MSTRG.1028	0	0	0	0	2	0	0	0	0	0
MSTRG.1029	721	586	256	147	146	732	470	546	742	598
MSTRG.1030	885	820	980	1017	1440	1018	908	703	1202	1218
MSTRG.1031	5405	4425	3342	3072	1169	3729	3711	4807	2900	1239
MSTRG.1033	2	0	2	1	0	2	3	0	0	0
MSTRG.1034	722	444	348	283	143	462	430	349	184	25
MSTRG.1035	144	86	53	43	40	63	92	48	44	10
MSTRG.1036	22	20	21	20	20	24	14	7	11	12
MSTRG.1037	904	858	1075	1333	1368	1031	877	631	1021	779
MSTRG.1038	0	0	1	0	1	0	0	0	1	1
MSTRG.1039	0	2	0	2	0	1	0	0	1	1
MSTRG.1040	1	1	2	0	0	0	3	1	1	0
MSTRG.1041	4	5	3	1	3	3	7	1	1	2
MSTRG.1042	386	176	95	56	11	21	19	24	7	4
MSTRG.1043	407	334	317	337	271	866	491	374	420	427
MSTRG.1044	0	3	0	0	2	0	3	0	2	0
MSTRG.1045	899	743	708	695	705	936	713	494	679	658
MSTRG.1046	0	3	1	0	1	0	1	0	0	0
MSTRG.1047	353	429	436	454	428	576	561	574	590	280
MSTRG.1048	6389	4996	5917	5668	4581	7021	4409	3526	4470	3593
MSTRG.1049	2	1	3	1	0	0	5	1	3	1
MSTRG.1050	364	346	382	443	455	413	309	301	436	626
MSTRG.1051	0	0	0	0	0	1	1	0	0	0
MSTRG.1052	110	94	86	98	189	139	104	113	95	270
MSTRG.1053	2	1	2	2	0	0	1	0	1	2
MSTRG.1054	447	388	348	571	739	345	504	521	647	777
MSTRG.1055	395	390	467	435	414	472	406	322	337	650
MSTRG.1056	283	192	166	149	129	219	173	104	195	247
MSTRG.1057	91	29	40	58	104	32	27	21	64	148
MSTRG.1058	454	324	267	260	302	370	260	89	326	481
MSTRG.1059	2	1	2	2	3	3	1	0	1	1
MSTRG.1061	604	531	537	475	492	633	449	249	371	842
MSTRG.1064	1	1	0	0	0	0	0	0	0	0
MSTRG.1065	449	432	239	325	241	554	438	367	389	293
MSTRG.1066	47	30	36	25	18	37	36	29	34	7
MSTRG.1068	373	426	430	518	325	457	700	807	698	272
MSTRG.1069	0	4	8	4	1	1	1	1	2	2
MSTRG.1071	18	0	9	0	18	0	0	10	0	40
MSTRG.1072	4	1	0	0	3	0	0	1	0	7
MSTRG.1073	5	7	0	2	0	7	6	2	1	2
ENSMUSG00000117886	9	10	10	6	1	7	11	6	1	10
ENSMUSG00000118213	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000118249	2	3	2	2	1	2	0	0	2	1
ENSMUSG00000037263	0	0	0	1	2	0	1	0	2	3
ENSMUSG00000037477	0	0	1	0	0	5	0	0	2	2
ENSMUSG00000118245	1	5	3	3	7	0	2	5	7	8
ENSMUSG00000117718	0	1	2	1	1	2	1	2	3	0
ENSMUSG00000042041	0	1	0	0	0	0	0	1	1	0
ENSMUSG00000117723	0	0	0	1	2	2	0	0	1	0
ENSMUSG00000117807	2	3	3	4	2	5	2	3	7	6
ENSMUSG00000118610	0	0	0	0	1	2	0	3	0	5
ENSMUSG00000039330	0	1	1	0	3	1	2	1	0	0
ENSMUSG00000120141	2	0	1	2	0	2	4	3	0	0
